"ITEM_ID","TITLE","RELEASE_YEAR","GENRES"
"1592","Air Bud","1997","Children|Comedy"
"1593","Picture Perfect","1997","Comedy|Romance"
"1594","In the Company of Men","1997","Comedy|Drama"
"1596","Career Girls","1997","Drama"
"1597","Conspiracy Theory","1997","Drama|Mystery|Romance|Thriller"
"1598","Desperate Measures","1998","Crime|Drama|Thriller"
"1599","Steel","1997","Action"
"1600","She's So Lovely","1997","Drama|Romance"
"1601","Hoodlum","1997","Crime|Drama|Film-Noir"
"1602","Leave It to Beaver","1997","Comedy"
"1603","Mimic","1997","Horror|Sci-Fi|Thriller"
"1604","Money Talks","1997","Action|Comedy"
"1605","Excess Baggage","1997","Adventure|Romance"
"1606","Kull the Conqueror","1997","Action|Adventure"
"1608","Air Force One","1997","Action|Thriller"
"1609","187","1997","Drama|Thriller"
"1610",,," The (1990)"""
"1611","My Own Private Idaho","1991","Drama|Romance"
"1612",,," Guido (1997)"""
"1613","Star Maps","1997","Drama"
"1614","In & Out","1997","Comedy"
"1615",,," The (1997)"""
"1616",,," The (1997)"""
"1617","L.A. Confidential","1997","Crime|Film-Noir|Mystery|Thriller"
"1619","Seven Years in Tibet","1997","Adventure|Drama|War"
"1620","Kiss the Girls","1997","Crime|Drama|Mystery|Thriller"
"1621","Soul Food","1997","Drama"
"1623","Wishmaster","1997","Horror"
"1624",,," A (1997)"""
"1625",,," The (1997)"""
"1626","Fire Down Below","1997","Action|Drama|Thriller"
"1627","U Turn","1997","Crime|Drama|Mystery"
"1629",,," The (1997)"""
"1631",,," The (1997)"""
"1633","Ulee's Gold","1997","Drama"
"1635",,," The (1997)"""
"1639","Chasing Amy","1997","Comedy|Drama|Romance"
"1641",,," The (1997)"""
"1642","Indian Summer","1996","Comedy|Drama"
"1643","""Mrs. Brown",," Mrs. Brown) (1997)"""
"1644","I Know What You Did Last Summer","1997","Horror|Mystery|Thriller"
"1645","The Devil's Advocate","1997","Drama|Mystery|Thriller"
"1646","RocketMan","1997","Children|Comedy|Romance|Sci-Fi"
"1647","Playing God","1997","Crime|Drama|Thriller"
"1648",,," The (1997)"""
"1649",,," Cheap & Out of Control (1997)"""
"1650","Washington Square","1997","Drama"
"1652","Year of the Horse","1997","Documentary"
"1653","Gattaca","1997","Drama|Sci-Fi|Thriller"
"1654","FairyTale: A True Story","1997","Children|Drama|Fantasy"
"1655","Phantoms","1998","Drama|Horror|Thriller"
"1656","Swept from the Sea","1997","Drama|Romance"
"1658",,," A (1997)"""
"1659","Hurricane Streets","1997","Drama"
"1660","Eve's Bayou","1997","Drama"
"1661","Switchback","1997","Crime|Mystery|Thriller"
"1662","Gang Related","1997","Crime"
"1663","Stripes","1981","Comedy|War"
"1665","Bean","1997","Comedy"
"1667","Mad City","1997","Action|Drama"
"1670","Welcome to Sarajevo","1997","Drama|War"
"1671","Deceiver","1997","Crime|Drama|Thriller"
"1672",,," The (1997)"""
"1673","Boogie Nights","1997","Drama"
"1674","Witness","1985","Drama|Romance|Thriller"
"1675","Incognito","1997","Crime|Thriller"
"1676","Starship Troopers","1997","Action|Sci-Fi"
"1677","Critical Care","1997","Comedy|Drama"
"1678",,," The (1993)"""
"1679","Chairman of the Board","1998","Comedy"
"1680","Sliding Doors","1998","Drama|Romance"
"1681","Mortal Kombat: Annihilation","1997","Action|Adventure|Fantasy"
"1682",,," The (1998)"""
"1683",,," The (1997)"""
"1684","Mrs. Dalloway","1997","Drama|Romance"
"1685",,," I Love You Not (1996)"""
"1686","Red Corner","1997","Crime|Thriller"
"1687",,," The (1997)"""
"1688","Anastasia","1997","Adventure|Animation|Children|Drama|Musical"
"1689",,," The (1997)"""
"1690","Alien: Resurrection","1997","Action|Horror|Sci-Fi"
"1693","Amistad","1997","Drama|Mystery"
"1694",,," The (1997)"""
"1695","Artemisia","1997","Drama"
"1696","Bent","1997","Drama|War"
"1699",,," The (1997)"""
"1701","Deconstructing Harry","1997","Comedy|Drama"
"1702","Flubber","1997","Children|Comedy|Fantasy"
"1703","For Richer or Poorer","1997","Comedy"
"1704","Good Will Hunting","1997","Drama|Romance"
"1707","Home Alone 3","1997","Children|Comedy"
"1711","Midnight in the Garden of Good and Evil","1997","Crime|Drama|Mystery"
"1713","Mouse Hunt","1997","Children|Comedy"
"1717","Scream 2","1997","Comedy|Horror|Mystery|Thriller"
"1718","Stranger in the House","1997","Thriller"
"1719",,," The (1997)"""
"1721","Titanic","1997","Drama|Romance"
"1722","Tomorrow Never Dies","1997","Action|Adventure|Thriller"
"1726",,," The (1997)"""
"1727",,," The (1998)"""
"1729","Jackie Brown","1997","Crime|Drama|Thriller"
"1730","Kundun","1997","Drama"
"1731","Mr. Magoo","1997","Comedy"
"1732",,," The (1998)"""
"1733","Afterglow","1997","Drama|Romance"
"1734","My Life in Pink","1997","Comedy|Drama"
"1735","Great Expectations","1998","Drama|Romance"
"1739","3 Ninjas: High Noon On Mega Mountain","1998","Action|Children|Comedy"
"1746","Senseless","1998","Comedy"
"1747","Wag the Dog","1997","Comedy"
"1748","Dark City","1998","Adventure|Film-Noir|Sci-Fi|Thriller"
"1752","Hard Rain","1998","Action|Crime|Thriller"
"1753","Half Baked","1998","Comedy"
"1754","Fallen","1998","Crime|Drama|Fantasy|Thriller"
"1755","Shooting Fish","1997","Comedy|Romance"
"1757","Fallen Angels","1995","Drama|Romance"
"1759","""Four Days in September",," Companheiro?) (1997)"""
"1760","Spice World","1997","Comedy"
"1762","Deep Rising","1998","Action|Horror|Sci-Fi"
"1767","Music From Another Room","1998","Drama|Romance"
"1769",,," The (1998)"""
"1770","B. Monkey","1998","Crime|Romance|Thriller"
"1771","Night Flier","1997","Horror"
"1772","Blues Brothers 2000","2000","Action|Comedy|Musical"
"1777",,," The (1998)"""
"1779","Sphere","1998","Sci-Fi|Thriller"
"1783","Palmetto","1998","Crime|Drama|Mystery|Romance|Thriller"
"1784","As Good as It Gets","1997","Comedy|Drama|Romance"
"1785","King of New York","1990","Crime|Thriller"
"1791","Twilight","1998","Crime|Drama|Thriller"
"1792","U.S. Marshals","1998","Action|Crime|Thriller"
"1793","Welcome to Woop-Woop","1997","Comedy"
"1794","Love and Death on Long Island","1997","Comedy|Drama"
"1797","Everest","1998","Documentary|IMAX"
"1798","Hush","1998","Thriller"
"1799","Suicide Kings","1997","Comedy|Crime|Drama|Mystery|Thriller"
"1801",,," The (1998)"""
"1804",,," The (1998)"""
"1805","Wild Things","1998","Crime|Drama|Mystery|Thriller"
"1806","Paulie","1998","Adventure|Children|Comedy"
"1807",,," Dry Place"
"1809","Fireworks","1997","Crime|Drama"
"1810","Primary Colors","1998","Comedy|Drama"
"1812","Wide Awake","1998","Children|Comedy|Drama"
"1816","Two Girls and a Guy","1997","Comedy|Drama"
"1821",,," The (1998)"""
"1824","Homegrown","1998","Comedy|Thriller"
"1825","The Players Club","1998","Comedy|Drama"
"1826","Barney's Great Adventure","1998","Adventure|Children"
"1827",,," The (1997)"""
"1829","Chinese Box","1997","Drama|Romance"
"1831","Lost in Space","1998","Action|Adventure|Sci-Fi"
"1833","Mercury Rising","1998","Action|Drama|Thriller"
"1834",,," The (1997)"""
"1835","City of Angels","1998","Drama|Fantasy|Romance"
"1836",,," The (1998)"""
"1837",,," The (1998)"""
"1839","My Giant","1998","Comedy"
"1840","He Got Game","1998","Drama"
"1841",,," The (1998)"""
"1844","Live Flesh","1997","Drama|Romance"
"1845","Zero Effect","1998","Comedy|Mystery|Thriller"
"1848",,," The (1997)"""
"1855","Krippendorf's Tribe","1998","Comedy"
"1856","Kurt & Courtney","1998","Documentary"
"1857",,," The (1997)"""
"1858","Mr. Nice Guy","1997","Action|Comedy"
"1859","Taste of Cherry","1997","Drama"
"1860","Character","1997","Drama"
"1862","Species II","1998","Horror|Sci-Fi"
"1863","Major League: Back to the Minors","1998","Comedy"
"1866",,," The (1998)"""
"1867","Tarzan and the Lost City","1998","Action|Adventure"
"1870",,," Texas Pop. 81 (1998)"""
"1873",,," Les (1998)"""
"1875","Clockwatchers","1997","Comedy"
"1876","Deep Impact","1998","Drama|Sci-Fi|Thriller"
"1881","Quest for Camelot","1998","Adventure|Animation|Children|Fantasy|Musical"
"1882","Godzilla","1998","Action|Sci-Fi|Thriller"
"1883","Bulworth","1998","Comedy|Drama|Romance"
"1884","Fear and Loathing in Las Vegas","1998","Adventure|Comedy|Drama"
"1885",,," The (1998)"""
"1887","Almost Heroes","1998","Adventure|Comedy|Western"
"1888","Hope Floats","1998","Comedy|Drama|Romance"
"1889","Insomnia","1997","Drama|Mystery|Thriller"
"1891",,," The (1997)"""
"1892",,," A (1998)"""
"1893","Beyond Silence","1996","Drama"
"1894","Six Days Seven Nights","1998","Adventure|Comedy|Romance"
"1895","Can't Hardly Wait","1998","Comedy|Drama|Romance"
"1897","High Art","1998","Drama|Romance"
"1900",,," The (Bacheha-Ye Aseman) (1997)"""
"1902","Dream for an Insomniac","1996","Drama|Romance"
"1904","Henry Fool","1997","Comedy|Drama"
"1906","Mr. Jealousy","1997","Comedy|Romance"
"1907","Mulan","1998","Adventure|Animation|Children|Comedy|Drama|Musical|Romance"
"1909",,," The (1998)"""
"1910","I Went Down","1997","Comedy|Crime|Drama"
"1911","Dr. Dolittle","1998","Comedy"
"1912","Out of Sight","1998","Comedy|Crime|Drama|Romance|Thriller"
"1913","Picnic at Hanging Rock","1975","Drama|Mystery"
"1914","Smoke Signals","1998","Comedy|Drama"
"1916","Buffalo '66","1998","Drama|Romance"
"1917","Armageddon","1998","Action|Romance|Sci-Fi|Thriller"
"1918","Lethal Weapon 4","1998","Action|Comedy|Crime|Thriller"
"1919","Madeline","1998","Children|Comedy"
"1920","Small Soldiers","1998","Animation|Children|Fantasy|War"
"1921","Pi","1998","Drama|Sci-Fi|Thriller"
"1922","Whatever","1998","Drama"
"1923","There's Something About Mary","1998","Comedy|Romance"
"1924","Plan 9 from Outer Space","1959","Horror|Sci-Fi"
"1926",,," The (1929)"""
"1927","All Quiet on the Western Front","1930","Action|Drama|War"
"1928","Cimarron","1931","Drama|Western"
"1929","Grand Hotel","1932","Drama|Romance"
"1931","Mutiny on the Bounty","1935","Adventure|Drama"
"1932",,," The (1936)"""
"1933",,," The (1937)"""
"1934","You Can't Take It with You","1938","Comedy|Romance"
"1936","Mrs. Miniver","1942","Drama|War"
"1937","Going My Way","1944","Comedy|Drama|Musical"
"1938",,," The (1945)"""
"1939",,," The (1946)"""
"1940","Gentleman's Agreement","1947","Drama"
"1941","Hamlet","1948","Drama"
"1942","All the King's Men","1949","Drama"
"1944","From Here to Eternity","1953","Drama|Romance|War"
"1945","On the Waterfront","1954","Crime|Drama"
"1946","Marty","1955","Drama|Romance"
"1947","West Side Story","1961","Drama|Musical|Romance"
"1948","Tom Jones","1963","Adventure|Comedy|Romance"
"1949",,," A (1966)"""
"1950","In the Heat of the Night","1967","Drama|Mystery"
"1951","Oliver!","1968","Drama|Musical"
"1952","Midnight Cowboy","1969","Drama"
"1953",,," The (1971)"""
"1954","Rocky","1976","Drama"
"1955","Kramer vs. Kramer","1979","Drama"
"1956","Ordinary People","1980","Drama"
"1957","Chariots of Fire","1981","Drama"
"1958","Terms of Endearment","1983","Comedy|Drama"
"1959","Out of Africa","1985","Drama|Romance"
"1960",,," The (1987)"""
"1961","Rain Man","1988","Drama"
"1962","Driving Miss Daisy","1989","Drama"
"1963","Take the Money and Run","1969","Comedy|Crime"
"1964","Klute","1971","Drama|Mystery"
"1965","Repo Man","1984","Comedy|Sci-Fi"
"1966","Metropolitan","1990","Comedy"
"1967","Labyrinth","1986","Adventure|Fantasy|Musical"
"1968",,," The (1985)"""
"1969",,," A (1985)"""
"1970",,," A (1987)"""
"1971",,," A (1988)"""
"1972",,," A (1989)"""
"1973","""Freddy's Dead: The Final Nightmare",," A) (1991)"""
"1974","Friday the 13th","1980","Horror|Mystery|Thriller"
"1975","Friday the 13th Part 2","1981","Horror"
"1976","Friday the 13th Part 3: 3D","1982","Horror"
"1977","Friday the 13th Part IV: The Final Chapter","1984","Horror"
"1978","Friday the 13th Part V: A New Beginning","1985","Horror"
"1979","Friday the 13th Part VI: Jason Lives","1986","Horror"
"1980","Friday the 13th Part VII: The New Blood","1988","Horror"
"1981","Friday the 13th Part VIII: Jason Takes Manhattan","1989","Horror"
"1982","Halloween","1978","Horror"
"1983","Halloween II","1981","Horror"
"1984","Halloween III: Season of the Witch","1982","Horror"
"1985","Halloween 4: The Return of Michael Myers","1988","Horror"
"1986","Halloween 5: The Revenge of Michael Myers","1989","Horror"
"1987","Prom Night","1980","Horror"
"1990","Prom Night IV: Deliver Us From Evil","1992","Horror"
"1991","Child's Play","1988","Horror|Thriller"
"1992","Child's Play 2","1990","Horror|Thriller"
"1993","Child's Play 3","1991","Comedy|Horror|Thriller"
"1994","Poltergeist","1982","Horror|Thriller"
"1995","Poltergeist II: The Other Side","1986","Horror|Thriller"
"1996","Poltergeist III","1988","Horror|Thriller"
"1997",,," The (1973)"""
"1998","Exorcist II: The Heretic","1977","Horror"
"1999",,," The (1990)"""
"2000","Lethal Weapon","1987","Action|Comedy|Crime|Drama"
"2001","Lethal Weapon 2","1989","Action|Comedy|Crime|Drama"
"2002","Lethal Weapon 3","1992","Action|Comedy|Crime|Drama"
"2003","Gremlins","1984","Comedy|Horror"
"2004","Gremlins 2: The New Batch","1990","Comedy|Horror"
"2005",,," The (1985)"""
"2006",,," The (1998)"""
"2007","Polish Wedding","1998","Comedy"
"2008",,," Then the Fireworks (1997)"""
"2009","Soylent Green","1973","Drama|Mystery|Sci-Fi|Thriller"
"2010","Metropolis","1927","Drama|Sci-Fi"
"2011","Back to the Future Part II","1989","Adventure|Comedy|Sci-Fi"
"2012","Back to the Future Part III","1990","Adventure|Comedy|Sci-Fi|Western"
"2013",,," The (1972)"""
"2014","Freaky Friday","1977","Children|Comedy|Fantasy"
"2015",,," The (1961)"""
"2016",,," The (1979)"""
"2017","Babes in Toyland","1961","Children|Fantasy|Musical"
"2018","Bambi","1942","Animation|Children|Drama"
"2019","Seven Samurai","1954","Action|Adventure|Drama"
"2020","Dangerous Liaisons","1988","Drama|Romance"
"2021","Dune","1984","Adventure|Sci-Fi"
"2022",,," The (1988)"""
"2023",,," The (1990)"""
"2024",,," The (1991)"""
"2025","Lolita","1997","Drama|Romance"
"2026","Disturbing Behavior","1998","Horror|Thriller"
"2027","Jane Austen's Mafia!","1998","Comedy|Crime"
"2028","Saving Private Ryan","1998","Action|Drama|War"
"2032",,," The (1971)"""
"2033",,," The (1985)"""
"2034",,," The (1979)"""
"2035","Blackbeard's Ghost","1968","Children|Comedy"
"2036","Blank Check","1994","Children|Comedy"
"2037","Candleshoe","1977","Adventure|Children|Comedy"
"2038",,," The (1978)"""
"2040",,," The (1969)"""
"2041","Condorman","1981","Action|Adventure|Children|Comedy"
"2042","D2: The Mighty Ducks","1994","Children|Comedy"
"2043","Darby O'Gill and the Little People","1959","Adventure|Children|Fantasy"
"2044",,," The (1981)"""
"2046","Flight of the Navigator","1986","Adventure|Children|Sci-Fi"
"2048",,," The (1986)"""
"2050","Herbie Goes Bananas","1980","Adventure|Children|Comedy"
"2051","Herbie Goes to Monte Carlo","1977","Adventure|Children|Comedy"
"2052","Hocus Pocus","1993","Children|Comedy|Fantasy|Horror"
"2053",,," I Blew Up the Kid (1992)"""
"2054",,," I Shrunk the Kids (1989)"""
"2055","Hot Lead and Cold Feet","1978","Action|Comedy|Western"
"2056","In Search of the Castaways","1962","Adventure|Children"
"2057",,," The (1963)"""
"2058",,," The (1998)"""
"2059",,," The (1998)"""
"2060","BASEketball","1998","Comedy"
"2064","Roger & Me","1989","Documentary"
"2065",,," The (1985)"""
"2066","Out of the Past","1947","Film-Noir"
"2067","Doctor Zhivago","1965","Drama|Romance|War"
"2068","Fanny and Alexander","1982","Drama|Fantasy|Mystery"
"2069",,," The (1985)"""
"2070","Tender Mercies","1983","Drama|Romance|Western"
"2071","And the Band Played On","1993","Drama"
"2072",,," The (1989)"""
"2073","Fandango","1985","Comedy"
"2074",,," The (Portiere di notte"
"2075","Mephisto","1981","Drama|War"
"2076","Blue Velvet","1986","Drama|Mystery|Thriller"
"2077",,," The (1985)"""
"2078",,," The (1967)"""
"2080","Lady and the Tramp","1955","Animation|Children|Comedy|Romance"
"2081",,," The (1989)"""
"2082",,," The (1992)"""
"2083",,," The (1992)"""
"2084","Newsies","1992","Children|Musical"
"2085","101 Dalmatians","1961","Adventure|Animation|Children"
"2087","Peter Pan","1953","Animation|Children|Fantasy|Musical"
"2088","Popeye","1980","Adventure|Comedy|Musical"
"2089",,," The (1990)"""
"2090",,," The (1977)"""
"2091","Return from Witch Mountain","1978","Children|Sci-Fi"
"2092",,," The (1994)"""
"2093","Return to Oz","1985","Adventure|Children|Fantasy"
"2094",,," The (1991)"""
"2095",,," The (1976)"""
"2096","Sleeping Beauty","1959","Animation|Children|Musical"
"2097","Something Wicked This Way Comes","1983","Children|Drama|Fantasy|Mystery|Thriller"
"2098","Son of Flubber","1963","Children|Comedy"
"2099","Song of the South","1946","Adventure|Animation|Children|Musical"
"2100","Splash","1984","Comedy|Fantasy|Romance"
"2102","Steamboat Willie","1928","Animation|Children|Comedy|Musical"
"2103","Tall Tale","1995","Adventure|Children|Fantasy|Western"
"2104","Tex","1982","Drama"
"2105","Tron","1982","Action|Adventure|Sci-Fi"
"2106","Swing Kids","1993","Drama|War"
"2107","Halloween H20: 20 Years Later","1998","Horror|Thriller"
"2108","L.A. Story","1991","Comedy|Romance"
"2109",,," The (1979)"""
"2110","Dead Men Don't Wear Plaid","1982","Comedy|Crime|Thriller"
"2111",,," The (1983)"""
"2112","Grand Canyon","1991","Crime|Drama"
"2114",,," The (1983)"""
"2115","Indiana Jones and the Temple of Doom","1984","Action|Adventure|Fantasy"
"2116",,," The (1978)"""
"2117","1984","1984","Drama|Sci-Fi"
"2118",,," The (1983)"""
"2119","Maximum Overdrive","1986","Horror"
"2120","Needful Things","1993","Drama|Horror"
"2121","Cujo","1983","Horror|Thriller"
"2122","Children of the Corn","1984","Horror|Thriller"
"2123","All Dogs Go to Heaven","1989","Animation|Children|Comedy|Drama|Fantasy"
"2124",,," The (1991)"""
"2125","Ever After: A Cinderella Story","1998","Comedy|Drama|Romance"
"2126","Snake Eyes","1998","Action|Crime|Mystery|Thriller"
"2130","Atlantic City","1980","Crime|Drama|Romance"
"2131","Autumn Sonata","1978","Drama"
"2132","Who's Afraid of Virginia Woolf?","1966","Drama"
"2133","Adventures in Babysitting","1987","Adventure|Comedy"
"2134","Weird Science","1985","Comedy|Fantasy|Sci-Fi"
"2135","Doctor Dolittle","1967","Adventure|Children|Musical"
"2136",,," The (1963)"""
"2137","Charlotte's Web","1973","Animation|Children"
"2138","Watership Down","1978","Adventure|Animation|Children|Drama|Fantasy"
"2139",,," The (1982)"""
"2140",,," The (1982)"""
"2141",,," An (1986)"""
"2142",,," An (1991)"""
"2143","Legend","1985","Adventure|Fantasy|Romance"
"2144","Sixteen Candles","1984","Comedy|Romance"
"2145","Pretty in Pink","1986","Comedy|Drama|Romance"
"2146","St. Elmo's Fire","1985","Drama|Romance"
"2147",,," The (1986)"""
"2148","House","1986","Comedy|Fantasy|Horror"
"2149","House II: The Second Story","1987","Comedy|Fantasy|Horror"
"2150",,," The (1980)"""
"2151",,," The (1989)"""
"2152","Air Bud: Golden Receiver","1998","Children|Comedy"
"2153",,," The (1998)"""
"2154","How Stella Got Her Groove Back","1998","Drama|Romance"
"2155",,," The (1998)"""
"2156",,," The (Testimone dello sposo"
"2159","Henry: Portrait of a Serial Killer","1986","Crime|Horror|Thriller"
"2160","Rosemary's Baby","1968","Drama|Horror|Thriller"
"2161",,," The (1984)"""
"2162",,," The (1990)"""
"2163","Attack of the Killer Tomatoes!","1978","Comedy|Horror"
"2164","Surf Nazis Must Die","1987","Action|Comedy|Drama|Horror"
"2165","Your Friends and Neighbors","1998","Comedy|Drama"
"2166","Return to Paradise","1998","Crime|Drama|Romance|Thriller"
"2167","Blade","1998","Action|Horror|Thriller"
"2169","Dead Man on Campus","1998","Comedy"
"2170","Wrongfully Accused","1998","Action|Comedy"
"2171","Next Stop Wonderland","1998","Comedy|Drama|Romance"
"2172","""Strike!",," The Hairy Bird) (1998)"""
"2174","Beetlejuice","1988","Comedy|Fantasy"
"2175","Déjà Vu","1997","Drama|Romance"
"2176","Rope","1948","Crime|Drama|Thriller"
"2177","Family Plot","1976","Comedy|Thriller"
"2178","Frenzy","1972","Thriller"
"2179","Topaz","1969","Thriller"
"2180","Torn Curtain","1966","Thriller"
"2181","Marnie","1964","Drama|Mystery|Romance|Thriller"
"2182",,," The (1956)"""
"2183",,," The (1956)"""
"2184",,," The (1955)"""
"2185","I Confess","1953","Thriller"
"2186","Strangers on a Train","1951","Crime|Drama|Film-Noir|Thriller"
"2187","Stage Fright","1950","Mystery|Romance|Thriller"
"2188","54","1998","Drama"
"2190","Why Do Fools Fall In Love?","1998","Drama"
"2193","Willow","1988","Action|Adventure|Fantasy"
"2194",,," The (1987)"""
"2195","Dirty Work","1998","Comedy"
"2196","Knock Off","1998","Action"
"2201",,," The (1947)"""
"2202","Lifeboat","1944","Drama|War"
"2203","Shadow of a Doubt","1943","Crime|Drama|Thriller"
"2204","Saboteur","1942","Mystery|Thriller"
"2205","Mr. & Mrs. Smith","1941","Comedy|Romance"
"2206","Suspicion","1941","Film-Noir|Mystery|Thriller"
"2207","Jamaica Inn","1939","Drama"
"2208",,," The (1938)"""
"2210","Sabotage","1936","Thriller"
"2211","Secret Agent","1936","Thriller"
"2212",,," The (1934)"""
"2226",,," The (1927)"""
"2227",,," The (1927)"""
"2231","Rounders","1998","Drama"
"2232","Cube","1997","Horror|Mystery|Sci-Fi|Thriller"
"2236","Simon Birch","1998","Drama"
"2239","Swept Away","1975","Comedy|Drama"
"2240","My Bodyguard","1980","Drama"
"2241","Class","1983","Comedy"
"2243","Broadcast News","1987","Comedy|Drama|Romance"
"2244",,," The (1987)"""
"2245","Working Girl","1988","Comedy|Drama|Romance"
"2247","Married to the Mob","1988","Comedy"
"2248","Say Anything...","1989","Comedy|Drama|Romance"
"2249","My Blue Heaven","1990","Comedy"
"2252","Hero","1992","Comedy|Drama"
"2253","Toys","1992","Comedy|Fantasy"
"2255","Young Doctors in Love","1982","Comedy"
"2256","Parasite","1982","Horror|Sci-Fi"
"2257","No Small Affair","1984","Comedy|Romance"
"2259","Blame It on Rio","1984","Comedy|Romance"
"2260","Wisdom","1986","Crime|Drama"
"2261","One Crazy Summer","1986","Comedy"
"2262","About Last Night...","1986","Comedy|Drama|Romance"
"2263",,," The (1988)"""
"2264","We're No Angels","1989","Comedy|Crime"
"2265","Nothing But Trouble","1991","Adventure|Comedy"
"2266",,," The (1991)"""
"2267","Mortal Thoughts","1991","Mystery|Thriller"
"2268",,," A (1992)"""
"2269","Indecent Proposal","1993","Drama|Romance"
"2271","Permanent Midnight","1998","Drama"
"2272","One True Thing","1998","Drama"
"2273","Rush Hour","1998","Action|Comedy|Crime|Thriller"
"2275","Six-String Samurai","1998","Action|Adventure|Sci-Fi"
"2278","Ronin","1998","Action|Crime|Thriller"
"2279","Urban Legend","1998","Horror|Thriller"
"2280","Clay Pigeons","1998","Crime"
"2281","Monument Ave.","1998","Action|Crime|Drama"
"2282","Pecker","1998","Comedy|Drama"
"2283",,," The (1990)"""
"2286",,," The (1980)"""
"2287","Them!","1954","Horror|Sci-Fi|Thriller"
"2288",,," The (1982)"""
"2289",,," The (1992)"""
"2290","Stardust Memories","1980","Comedy|Drama"
"2291","Edward Scissorhands","1990","Drama|Fantasy|Romance"
"2292","Overnight Delivery","1998","Comedy|Romance"
"2294","Antz","1998","Adventure|Animation|Children|Comedy|Fantasy"
"2295",,," The (1998)"""
"2296",,," A (1998)"""
"2297","What Dreams May Come","1998","Adventure|Drama|Fantasy|Romance"
"2298","Strangeland","1998","Thriller"
"2300",,," The (1968)"""
"2301","History of the World: Part I","1981","Comedy|Musical"
"2302","My Cousin Vinny","1992","Comedy"
"2303","Nashville","1975","Drama|Musical"
"2304","Love Is the Devil","1998","Drama"
"2306","Holy Man","1998","Comedy"
"2307","One Tough Cop","1998","Action|Crime"
"2310",,," The (1998)"""
"2311","2010: The Year We Make Contact","2010","Sci-Fi"
"2312","Children of a Lesser God","1986","Drama"
"2313",,," The (1980)"""
"2314","Beloved","1998","Drama"
"2315","Bride of Chucky","1998","Comedy|Horror|Thriller"
"2316","Practical Magic","1998","Drama|Fantasy|Mystery|Romance"
"2318","Happiness","1998","Comedy|Drama"
"2320","Apt Pupil","1998","Drama|Thriller"
"2321","Pleasantville","1998","Comedy|Drama|Fantasy"
"2322","Soldier","1998","Action|Sci-Fi|War"
"2323",,," The (1998)"""
"2324","Life Is Beautiful","1997","Comedy|Drama|Romance|War"
"2325","Orgazmo","1997","Comedy"
"2327","Tales from the Darkside: The Movie","1990","Fantasy|Horror|Thriller"
"2328","Vampires","1998","Horror|Western"
"2329","American History X","1998","Crime|Drama"
"2330","Hands on a Hard Body","1996","Comedy|Documentary"
"2331","Living Out Loud","1998","Comedy|Drama|Romance"
"2332","Belly","1998","Crime|Drama"
"2333","Gods and Monsters","1998","Drama"
"2334",,," The (1998)"""
"2335",,," The (1998)"""
"2336","Elizabeth","1998","Drama"
"2337","Velvet Goldmine","1998","Drama"
"2338","I Still Know What You Did Last Summer","1998","Horror|Mystery|Thriller"
"2339","I'll Be Home For Christmas","1998","Comedy|Romance"
"2340","Meet Joe Black","1998","Romance"
"2342","Hard Core Logo","1996","Comedy|Drama"
"2344","Runaway Train","1985","Action|Adventure|Drama|Thriller"
"2346",,," The (1975)"""
"2347",,," The (1984)"""
"2348","Sid and Nancy","1986","Drama"
"2349","Mona Lisa","1986","Comedy|Thriller"
"2350","Heart Condition","1990","Comedy"
"2351","""Nights of Cabiria",," Le) (1957)"""
"2352",,," The (1983)"""
"2353","Enemy of the State","1998","Action|Thriller"
"2354",,," The (1998)"""
"2355",,," A (1998)"""
"2356","Celebrity","1998","Comedy"
"2357","Central Station","1998","Drama"
"2358","Savior","1998","Drama|War"
"2359","Waking Ned Devine","1998","Comedy"
"2360",,," The (Festen) (1998)"""
"2361","Pink Flamingos","1972","Comedy"
"2362","Glen or Glenda","1953","Drama"
"2363","Godzilla","1954","Drama|Horror|Sci-Fi"
"2364","""Godzilla 1985: The Legend Is Reborn","1985"," The) (1984)"""
"2365","King Kong vs. Godzilla","1962","Action|Sci-Fi"
"2366","King Kong","1933","Action|Adventure|Fantasy|Horror"
"2367","King Kong","1976","Adventure|Fantasy|Romance|Sci-Fi|Thriller"
"2368","King Kong Lives","1986","Adventure|Sci-Fi"
"2369","Desperately Seeking Susan","1985","Comedy|Drama|Romance"
"2370",,," The (1985)"""
"2371","Fletch","1985","Comedy|Crime|Mystery"
"2372","Fletch Lives","1989","Comedy"
"2373","Red Sonja","1985","Action|Adventure|Fantasy"
"2374","Gung Ho","1986","Comedy|Drama"
"2375",,," The (1986)"""
"2376",,," A (1985)"""
"2377","Lifeforce","1985","Horror|Sci-Fi"
"2378","Police Academy","1984","Comedy|Crime"
"2379","Police Academy 2: Their First Assignment","1985","Comedy|Crime"
"2380","Police Academy 3: Back in Training","1986","Comedy|Crime"
"2381","Police Academy 4: Citizens on Patrol","1987","Comedy|Crime"
"2382","Police Academy 5: Assignment: Miami Beach","1988","Comedy|Crime"
"2383","Police Academy 6: City Under Siege","1989","Comedy|Crime"
"2384","Babe: Pig in the City","1998","Adventure|Children|Drama"
"2385","Home Fries","1998","Comedy|Romance"
"2387","Very Bad Things","1998","Comedy|Crime"
"2388","Steam: The Turkish Bath","1997","Drama|Romance"
"2389","Psycho","1998","Crime|Horror|Thriller"
"2390","Little Voice","1998","Comedy"
